transaction_id,customer_id,amount,transaction_date
T01694,646,1144,2023-04-03
T01695,732,59060,2023-10-20
T01696,800,299978,2023-03-09
T01697,364,3500,2023-10-22
T01698,202,12252,2023-12-18
T01699,882,72163,2023-04-28
T01700,146,2099,2023-02-21
T01701,836,2494,2023-05-19
T01702,639,21188,2023-05-01
T01703,1481,2527,2023-10-12
T01704,135,8075,2023-08-10
T01705,626,22656,2023-07-15
T01706,1288,13199,2023-04-11
T01707,64,13104,2023-03-16
T01708,491,7105,2023-03-18
T01709,1671,14300,2023-08-31
T01710,41,632,2023-01-05
T01711,1320,10115,2023-04-01
T01712,1027,1982,2023-08-04
T01713,913,10608,2023-09-13
T01714,1730,10201,2023-03-10
T01715,975,10202,2023-11-19
T01716,1134,6400,2023-09-22
T01717,1245,11977,2023-10-01
T01718,1394,600,2023-06-11
T01719,368,7730,2023-09-07
T01720,1460,6793,2023-06-03
T01721,918,11900,2023-05-09
T01722,1028,13292,2023-10-15
T01723,244,7929,2023-10-18
T01724,902,12813,2023-01-25
T01725,166,1842,2023-07-23
T01726,1050,5712,2023-02-20
T01727,1419,10837,2023-12-20
T01728,1498,6119,2023-03-25
T01729,1041,6761,2023-01-31
T01730,728,2697,2023-04-21
T01731,1116,10468,2023-05-11
T01732,483,2178,2023-09-01
T01733,543,4485,2023-11-19
T01734,1229,3535,2023-02-19
T01735,1526,11759,2023-08-19
T01736,931,8900,2023-06-21
T01737,400,4674,2023-05-14
T01738,1231,272108,2023-07-04
T01739,619,2773,2023-07-04
T01740,1170,6736,2023-10-14
T01741,879,14850,2023-10-13
T01742,101,2378,2023-05-12
T01743,880,7022,2023-06-26
T01744,830,2882,2023-01-11
T01745,1904,13494,2023-07-30
T01746,1265,5564,2023-03-04
T01747,1947,5203,2023-06-29
T01748,759,4705,2023-12-14
T01749,163,14225,2023-11-07
T01750,1908,8030,2023-04-12
T01751,1197,14847,2023-10-23
T01752,502,83526,2023-10-22
T01753,547,13573,2023-11-29
T01754,1308,264545,2023-11-29
T01755,1383,2646,2023-10-03
T01756,381,11052,2023-03-31
T01757,870,12058,2023-05-26
T01758,905,11529,2023-07-01
T01759,1996,10121,2023-06-16
T01760,1935,1430,2023-12-11
T01761,1557,5488,2023-09-19
T01762,1844,11777,2023-09-07
T01763,1187,14589,2023-08-17
T01764,1002,12361,2023-02-10
T01765,609,1195,2023-07-15
T01766,307,1474,2023-11-11
T01767,1363,3955,2023-05-27
T01768,55,121636,2023-08-26
T01769,983,12513,2023-11-20
T01770,333,13491,2023-03-16
T01771,127,130998,2023-03-27
T01772,1964,6567,2023-11-24
T01773,705,6751,2023-06-22
T01774,243,1100,2023-08-04
T01775,1885,3972,2023-11-20
T01776,600,3347,2023-11-10
T01777,1872,10278,2023-10-20
T01778,1433,11769,2023-07-27
T01779,503,62531,2023-02-06
T01780,1751,68241,2023-02-10
T01781,604,3324,2023-03-24
T01782,303,6570,2023-06-25
T01783,1488,11373,2023-04-27
T01784,235,1502,2023-06-10
T01785,1720,2503,2023-06-12
T01786,1062,13224,2023-12-01
T01787,139,9691,2023-05-30
T01788,195,4524,2023-12-30
T01789,1551,7163,2023-05-17
T01790,1793,7878,2023-11-06
T01791,647,8432,2023-11-27
T01792,1,54681,2023-07-22
T01793,561,3578,2023-05-19
T01794,1120,7062,2023-08-16
T01795,713,131693,2023-07-05
T01796,413,1428,2023-10-28
T01797,538,13727,2023-09-24
T01798,1879,10299,2023-08-19
T01799,429,10768,2023-07-31
T01800,235,2391,2023-03-27
T01801,349,1861,2023-04-05
T01802,1780,3549,2023-01-12
T01803,1894,3579,2023-03-06
T01804,1505,13360,2023-05-01
T01805,1863,90981,2023-12-05
T01806,396,1815,2023-05-09
T01807,1375,12042,2023-12-25
T01808,416,2336,2023-02-10
T01809,1910,5458,2023-04-18
T01810,916,8259,2023-03-27
T01811,1911,11845,2023-07-23
T01812,1075,7947,2023-02-22
T01813,81,8957,2023-02-18
T01814,36,10946,2023-02-02
T01815,1091,67939,2023-08-31
T01816,641,7785,2023-10-08
T01817,882,45804,2023-01-28
T01818,1691,4531,2023-01-14
T01819,757,13368,2023-07-23
T01820,623,9394,2023-09-26
T01821,1704,2864,2023-02-12
T01822,1505,6655,2023-02-23
T01823,468,162699,2023-05-15
T01824,1166,2816,2023-11-13
T01825,356,5640,2023-03-21
T01826,709,12111,2023-02-13
T01827,1495,98930,2023-12-02
T01828,1645,2529,2023-07-19
T01829,1020,8972,2023-06-08
T01830,1912,2258,2023-04-28
T01831,1615,11930,2023-05-07
T01832,902,6053,2023-05-26
T01833,673,1744,2023-08-15
T01834,439,4612,2023-11-17
T01835,531,7475,2023-03-06
T01836,127,207109,2023-03-09
T01837,205,1897,2023-09-27
T01838,29,1125,2023-03-29
T01839,445,4349,2023-01-15
T01840,966,5938,2023-01-18
T01841,1743,965,2023-12-06
T01842,464,13572,2023-07-02
T01843,1304,3248,2023-06-16
T01844,151,250320,2023-09-01
T01845,240,5186,2023-08-28
T01846,266,5742,2023-10-04
T01847,1718,6375,2023-05-20
T01848,1129,2965,2023-10-08
T01849,1961,1126,2023-08-16
T01850,1457,9149,2023-03-11
T01851,913,13239,2023-12-24
T01852,497,66446,2023-10-04
T01853,1464,3878,2023-04-01
T01854,1772,3116,2023-10-30
T01855,685,7229,2023-11-02
T01856,158,9725,2023-08-22
T01857,172,12528,2023-11-20
T01858,494,4770,2023-11-22
T01859,970,2149,2023-10-16
T01860,1335,196466,2023-08-11
T01861,1427,14653,2023-09-26
T01862,1693,11945,2023-11-24
T01863,1794,14208,2023-11-24
T01864,676,1550,2023-10-01
T01865,659,2180,2023-06-08
T01866,903,7505,2023-06-27
T01867,666,13157,2023-09-04
T01868,1487,846,2023-10-04
T01869,367,164352,2023-04-27
T01870,550,1307,2023-02-15
T01871,643,4266,2023-08-15
T01872,1894,2275,2023-06-07
T01873,255,6129,2023-07-07
T01874,208,10433,2023-07-31
T01875,450,8033,2023-05-14
T01876,95,2448,2023-03-21
T01877,1884,7626,2023-06-05
T01878,839,12624,2023-01-06
T01879,478,5744,2023-01-01
T01880,683,7843,2023-09-25
T01881,762,5743,2023-03-11
T01882,190,2887,2023-06-26
T01883,711,1759,2023-05-27
T01884,1508,1341,2023-08-29
T01885,1757,6321,2023-10-01
T01886,1560,3815,2023-01-05
T01887,756,14128,2023-12-19
T01888,1447,5563,2023-09-09
T01889,836,8538,2023-09-02
T01890,1664,14631,2023-06-03
T01891,1629,12298,2023-01-05
T01892,1836,6928,2023-08-09
T01893,133,2443,2023-05-30
T01894,55,164481,2023-11-02
T01895,510,14836,2023-04-29
T01896,670,2734,2023-01-04
T01897,1565,41891,2023-10-08
T01898,410,8138,2023-07-11
T01899,1235,10648,2023-04-07
T01900,1690,7560,2023-07-30
T01901,1317,78676,2023-10-15
T01902,987,1144,2023-08-12
T01903,734,7484,2023-07-22
T01904,1139,6083,2023-05-08
T01905,1973,13219,2023-03-25
T01906,1694,6562,2023-11-27
T01907,259,4630,2023-07-19
T01908,1787,6456,2023-07-13
T01909,1146,13765,2023-04-23
T01910,299,3754,2023-05-15
T01911,1799,2251,2023-02-10
T01912,1405,9363,2023-08-05
T01913,561,11374,2023-11-17
T01914,1913,2868,2023-05-03
T01915,1865,9693,2023-09-22
T01916,1525,9355,2023-11-10
T01917,297,2088,2023-12-22
T01918,362,13717,2023-12-17
T01919,589,6724,2023-05-20
T01920,1487,3376,2023-05-26
T01921,1462,6458,2023-11-29
T01922,127,264682,2023-09-30
T01923,197,11574,2023-05-18
T01924,221,14353,2023-07-31
T01925,995,3419,2023-04-07
T01926,91,4871,2023-02-05
T01927,411,2684,2023-04-04
T01928,8,88389,2023-03-11
T01929,544,1148,2023-05-29
T01930,468,101713,2023-02-26
T01931,320,3842,2023-11-23
T01932,1418,10869,2023-08-22
T01933,269,3504,2023-11-13
T01934,1215,95918,2023-08-20
T01935,1885,2234,2023-05-20
T01936,1699,3902,2023-12-25
T01937,61,92306,2023-11-15
T01938,1462,4547,2023-09-09
T01939,1288,8601,2023-04-07
T01940,797,2409,2023-06-14
T01941,1119,85952,2023-01-10
T01942,553,8354,2023-03-19
T01943,926,12159,2023-01-26
T01944,1494,10248,2023-10-01
T01945,661,11534,2023-01-12
T01946,716,11408,2023-04-06
T01947,779,11232,2023-02-22
T01948,1538,6295,2023-05-25
T01949,1714,11276,2023-05-18
T01950,1961,6179,2023-03-06
T01951,194,3473,2023-08-13
T01952,482,8205,2023-01-05
T01953,1923,2118,2023-04-30
T01954,1360,2020,2023-02-16
T01955,1459,165922,2023-03-19
T01956,1220,11344,2023-01-08
T01957,855,5961,2023-09-10
T01958,1273,14047,2023-04-22
T01959,498,5500,2023-06-25
T01960,212,10689,2023-08-04
T01961,665,17362,2023-06-09
T01962,670,6766,2023-09-13
T01963,1490,9312,2023-07-10
T01964,1898,2215,2023-08-26
T01965,1675,6085,2023-12-23
T01966,221,8565,2023-01-17
T01967,273,8404,2023-06-19
T01968,1178,1616,2023-02-11
T01969,1273,1932,2023-03-16
T01970,279,7041,2023-01-29
T01971,1464,14626,2023-05-17
T01972,1972,5703,2023-07-20
T01973,816,414,2023-02-06
T01974,276,11562,2023-10-06
T01975,1005,2479,2023-08-29
T01976,514,11076,2023-04-03
T01977,1112,10733,2023-04-09
T01978,1823,9307,2023-05-09
T01979,923,150789,2023-07-15
T01980,642,4290,2023-01-07
T01981,505,10508,2023-03-04
T01982,590,82655,2023-05-08
T01983,772,13973,2023-07-17
T01984,1265,13106,2023-08-15
T01985,1677,1672,2023-05-07
T01986,740,8368,2023-01-18
T01987,675,14268,2023-04-12
T01988,1260,10366,2023-08-24
T01989,1014,11679,2023-02-18
T01990,128,4084,2023-09-24
T01991,503,52143,2023-12-07
T01992,1224,10912,2023-04-17
T01993,1986,8792,2023-08-31
T01994,902,9214,2023-07-19
T01995,543,3471,2023-12-15
T01996,1526,2013,2023-06-09
T01997,1674,8381,2023-06-15
T01998,492,2695,2023-03-23
T01999,1045,14286,2023-11-19
T02000,1258,55015,2023-01-22
T02001,714,12703,2023-10-09
T02002,791,72106,2023-09-24
T02003,1667,9266,2023-03-04
T02004,416,11586,2023-05-10
T02005,148,3827,2023-09-04
T02006,970,260,2023-11-23
T02007,29,5059,2023-06-02
T02008,1385,12593,2023-04-12
T02009,308,8172,2023-07-04
T02010,1907,8199,2023-01-27
T02011,1966,9586,2023-12-08
T02012,162,9564,2023-04-22
T02013,869,10991,2023-02-27
T02014,852,3600,2023-05-01
T02015,61,57696,2023-11-21
T02016,125,7108,2023-08-11
T02017,1480,5634,2023-06-16
T02018,1095,1686,2023-01-08
T02019,838,7697,2023-03-27
T02020,1931,13688,2023-05-22
T02021,1900,1485,2023-10-27
T02022,466,12123,2023-03-03
T02023,243,10795,2023-07-22
T02024,1514,63727,2023-05-05
T02025,1785,13930,2023-01-05
T02026,1245,11336,2023-01-22
T02027,473,219687,2023-10-25
T02028,959,137726,2023-12-20
T02029,533,2079,2023-09-01
T02030,494,6401,2023-12-19
T02031,899,2548,2023-11-02
T02032,82,10141,2023-03-21
T02033,856,12114,2023-07-10
T02034,879,7333,2023-02-15
T02035,1546,5655,2023-05-08
T02036,923,116059,2023-03-22
T02037,12,12857,2023-09-13
T02038,1287,14952,2023-02-16
T02039,1681,2789,2023-12-18
T02040,449,10874,2023-11-13
T02041,1216,3463,2023-06-23
T02042,762,6461,2023-11-17
T02043,1138,1167,2023-01-31
T02044,26,2486,2023-01-31
T02045,1807,11872,2023-07-02
T02046,1523,3317,2023-11-27
T02047,508,6731,2023-03-20
T02048,1569,6082,2023-12-26
T02049,62,11748,2023-10-02
T02050,229,12443,2023-02-24
T02051,1839,2812,2023-03-06
T02052,607,7421,2023-09-07
T02053,1059,83803,2023-04-30
T02054,1729,87993,2023-06-12
T02055,1480,12613,2023-10-13
T02056,1612,2388,2023-11-27
T02057,891,6072,2023-06-27
T02058,1526,10157,2023-08-13
T02059,761,1642,2023-04-09
T02060,595,11542,2023-01-11
T02061,1049,13970,2023-12-19
T02062,1593,6381,2023-07-13
T02063,1056,14323,2023-07-03
T02064,1855,623,2023-03-10
T02065,1036,2844,2023-05-09
T02066,1343,12515,2023-01-21
T02067,1869,14581,2023-09-06
T02068,1628,13104,2023-12-28
T02069,1,99838,2023-08-13
T02070,1459,289192,2023-10-14
T02071,1862,9624,2023-05-31
T02072,1160,2531,2023-10-05
T02073,1220,11584,2023-12-23
T02074,133,11984,2023-09-08
T02075,86,160993,2023-04-08
T02076,1500,9331,2023-10-18
T02077,1831,6928,2023-04-06
T02078,1815,1298,2023-10-06
T02079,1348,1585,2023-06-28
T02080,1204,6060,2023-06-15
T02081,516,3953,2023-08-28
T02082,1662,4509,2023-05-21
T02083,175,6598,2023-11-03
T02084,763,13552,2023-10-11
T02085,1045,8967,2023-03-24
T02086,997,4145,2023-02-05
T02087,1976,4711,2023-09-29
T02088,1129,3253,2023-03-21
T02089,578,3538,2023-08-19
T02090,1467,2264,2023-06-01
T02091,1799,5846,2023-05-15
T02092,49,14835,2023-10-05
T02093,528,13912,2023-07-07
T02094,145,2657,2023-08-21
T02095,1364,9317,2023-01-01
T02096,762,13630,2023-11-23
T02097,1879,9843,2023-09-17
T02098,1378,14682,2023-07-14
T02099,1099,2256,2023-04-05
T02100,1826,1618,2023-01-10
T02101,929,11845,2023-11-14
T02102,794,6517,2023-07-06
T02103,1602,13555,2023-11-14
T02104,1661,11125,2023-05-03
T02105,319,3147,2023-06-14
T02106,1111,10785,2023-02-02
T02107,1577,7172,2023-12-04
T02108,698,3527,2023-10-03
T02109,1890,3658,2023-07-18
T02110,1916,97407,2023-04-08
T02111,847,7310,2023-09-26
T02112,1802,2937,2023-12-16
T02113,783,13633,2023-09-12
T02114,42,11235,2023-10-10
T02115,1117,14255,2023-03-20
T02116,1721,3712,2023-11-10
T02117,1751,239053,2023-05-25
T02118,1531,8170,2023-06-15
T02119,529,857,2023-07-29
T02120,1980,7731,2023-11-25
T02121,1289,145498,2023-06-14
T02122,1650,12081,2023-02-26
T02123,292,1072,2023-02-19
T02124,969,8277,2023-09-25
T02125,1488,11003,2023-12-04
T02126,1828,5668,2023-02-04
T02127,1584,68841,2023-01-23
T02128,1843,4833,2023-03-08
T02129,97,9749,2023-04-02
T02130,1911,4918,2023-01-17
T02131,1119,50562,2023-04-14
T02132,1350,14248,2023-02-24
T02133,74,13851,2023-09-06
T02134,1360,2021,2023-04-09
T02135,1092,14682,2023-02-20
T02136,758,4178,2023-01-17
T02137,1942,7026,2023-10-20
T02138,1101,12113,2023-11-25
T02139,208,10345,2023-07-18
T02140,1908,8218,2023-12-03
T02141,1790,8564,2023-09-08
T02142,1245,13606,2023-09-27
T02143,1286,5616,2023-11-16
T02144,410,13748,2023-12-26
T02145,331,7256,2023-10-30
T02146,344,181833,2023-05-12
T02147,989,4820,2023-01-26
T02148,771,7859,2023-07-07
T02149,1844,3655,2023-04-24
T02150,74,14383,2023-11-07
T02151,1661,4271,2023-02-06
T02152,1724,14127,2023-01-07
T02153,254,208508,2023-04-17
T02154,959,86280,2023-12-02
T02155,1857,42768,2023-09-09
T02156,820,1854,2023-02-10
T02157,1771,11505,2023-08-28
T02158,986,8873,2023-11-24
T02159,1786,7081,2023-02-01
T02160,332,10085,2023-07-04
T02161,1422,2680,2023-10-13
T02162,1369,12655,2023-08-01
T02163,1608,14859,2023-07-08
T02164,747,77621,2023-12-29
T02165,836,14945,2023-01-30
T02166,1692,3042,2023-11-12
T02167,455,5670,2023-05-17
T02168,1930,2374,2023-09-28
T02169,1139,13502,2023-01-21
T02170,313,3626,2023-02-06
T02171,1018,5469,2023-06-05
T02172,228,167786,2023-02-09
T02173,834,9410,2023-04-21
T02174,858,3414,2023-09-23
T02175,1269,14615,2023-02-19
T02176,818,8167,2023-02-21
T02177,1550,2502,2023-04-29
T02178,1018,4637,2023-09-30
T02179,528,14380,2023-07-17
T02180,950,8391,2023-04-08
T02181,427,6727,2023-04-09
T02182,42,1436,2023-09-27
T02183,465,7797,2023-12-03
T02184,1646,1872,2023-05-08
T02185,278,61964,2023-10-19
T02186,836,9224,2023-11-17
T02187,19,7126,2023-04-02
T02188,66,4862,2023-10-13
T02189,167,7326,2023-10-13
T02190,1609,2337,2023-08-01
T02191,1020,7142,2023-02-24
T02192,403,39430,2023-11-23
T02193,1936,215,2023-10-23
T02194,1846,6221,2023-07-03
T02195,409,2623,2023-12-12
T02196,112,14749,2023-08-23
T02197,1298,12709,2023-12-26
T02198,1431,11648,2023-12-07
T02199,1397,6493,2023-08-07
T02200,597,13965,2023-02-23
T02201,651,88285,2023-03-27
T02202,1063,3254,2023-04-03
T02203,105,1627,2023-10-09
T02204,324,5700,2023-07-25
T02205,1817,14594,2023-09-16
T02206,1983,4370,2023-06-22
T02207,992,12404,2023-12-03
T02208,1438,14616,2023-03-22
T02209,429,3273,2023-10-01
T02210,635,13432,2023-11-04
T02211,730,12559,2023-08-15
T02212,889,8685,2023-06-30
T02213,1085,8349,2023-06-11
T02214,1636,11081,2023-10-09
T02215,1331,1086,2023-06-16
T02216,1378,2298,2023-07-10
T02217,393,12490,2023-07-31
T02218,204,5193,2023-11-21
T02219,258,4533,2023-08-09
T02220,486,14680,2023-06-15
T02221,1541,29597,2023-11-08
T02222,446,9991,2023-05-04
T02223,1733,296474,2023-10-16
T02224,1204,12915,2023-10-07
T02225,1024,10975,2023-04-20
T02226,342,9647,2023-07-12
T02227,133,7934,2023-10-09
T02228,443,2821,2023-05-11
T02229,1860,13716,2023-07-04
T02230,253,5720,2023-08-20
T02231,265,4893,2023-08-18
T02232,93,5934,2023-07-23
T02233,1686,2996,2023-01-01
T02234,1435,1782,2023-01-18
T02235,138,4906,2023-05-26
T02236,1232,7878,2023-11-02
T02237,1002,11468,2023-01-09
T02238,1661,14007,2023-09-23
T02239,1770,91633,2023-03-11
T02240,1597,8489,2023-06-04
T02241,307,2029,2023-01-04
T02242,266,2816,2023-06-03
T02243,646,2147,2023-04-24
T02244,318,2544,2023-04-20
T02245,1137,80261,2023-06-11
T02246,901,167,2023-01-12
T02247,1402,215663,2023-12-20
T02248,454,9443,2023-05-22
T02249,191,10421,2023-10-11
T02250,1915,41711,2023-09-19
T02251,1464,12772,2023-10-12
T02252,1211,3352,2023-10-20
T02253,831,5772,2023-10-20
T02254,1391,1858,2023-03-21
T02255,1113,1025,2023-02-18
T02256,187,11073,2023-01-20
T02257,819,56244,2023-08-24
T02258,1970,4941,2023-07-02
T02259,1021,10349,2023-03-21
T02260,132,1806,2023-03-12
T02261,872,4068,2023-05-16
T02262,635,11885,2023-07-07
T02263,1584,97584,2023-10-26
T02264,1824,21221,2023-05-08
T02265,1400,9576,2023-04-30
T02266,691,6908,2023-05-12
T02267,692,2108,2023-06-03
T02268,1123,78951,2023-02-17
T02269,1866,9914,2023-10-20
T02270,1058,9312,2023-07-24
T02271,1956,13884,2023-10-19
T02272,582,9316,2023-04-22
T02273,171,10079,2023-02-09
T02274,1390,1333,2023-06-16
T02275,784,1699,2023-09-05
T02276,1083,8702,2023-03-30
T02277,181,1713,2023-09-07
T02278,19,11414,2023-12-20
T02279,1250,7338,2023-12-26
T02280,1497,7116,2023-10-23
T02281,1119,43246,2023-02-18
T02282,881,166,2023-11-01
T02283,1321,6850,2023-11-25
T02284,1617,6959,2023-06-03
T02285,175,2106,2023-01-20
T02286,1246,6649,2023-10-23
T02287,1639,41604,2023-07-15
T02288,54,13008,2023-02-10
T02289,695,11765,2023-01-29
T02290,863,214693,2023-06-21
T02291,1427,2698,2023-06-28
T02292,1342,13640,2023-08-11
T02293,1891,2483,2023-08-02
T02294,349,13045,2023-03-03
T02295,443,13397,2023-04-27
T02296,833,6447,2023-12-01
T02297,580,3185,2023-11-05
T02298,1564,1726,2023-01-06
T02299,1810,1543,2023-11-21
T02300,282,193134,2023-11-20
T02301,360,6546,2023-07-15
T02302,915,94252,2023-01-28
T02303,823,32949,2023-06-06
T02304,1655,99742,2023-09-26
T02305,892,8612,2023-01-22
T02306,953,12393,2023-06-13
T02307,1670,72722,2023-10-04
T02308,641,11350,2023-10-17
T02309,1032,3986,2023-03-18
T02310,563,14295,2023-06-17
T02311,491,3209,2023-09-15
T02312,341,2033,2023-12-24
T02313,472,12731,2023-04-24
T02314,1817,13717,2023-03-20
T02315,1711,69988,2023-01-26
T02316,1719,1605,2023-12-11
T02317,1728,1301,2023-07-21
T02318,249,4302,2023-08-17
T02319,235,1717,2023-11-01
T02320,1107,257384,2023-10-22
T02321,1117,4268,2023-09-16
T02322,1909,1686,2023-02-16
T02323,1418,6170,2023-04-24
T02324,824,6080,2023-08-10
T02325,1292,9444,2023-05-29
T02326,1441,7524,2023-07-21
T02327,632,14359,2023-03-17
T02328,1607,9897,2023-03-09
T02329,529,4378,2023-06-22
T02330,1277,5150,2023-02-12
T02331,1981,1599,2023-09-01
T02332,122,13341,2023-10-20
T02333,892,11598,2023-01-26
T02334,10,4131,2023-10-08
T02335,1823,5687,2023-07-24
T02336,1340,6848,2023-05-15
T02337,838,13793,2023-02-13
T02338,1297,62531,2023-07-24
T02339,1330,11743,2023-09-14
T02340,1829,6438,2023-08-11
T02341,1234,5476,2023-12-24
T02342,1982,3039,2023-03-08
T02343,1754,14096,2023-03-11
T02344,753,7029,2023-09-04
T02345,886,8159,2023-10-14
T02346,464,7553,2023-04-12
T02347,712,13178,2023-09-07
T02348,728,8204,2023-07-22
T02349,717,7334,2023-11-30
T02350,1949,6554,2023-10-20
T02351,1440,4060,2023-04-11
T02352,1240,9129,2023-10-15
T02353,80,12338,2023-11-12
T02354,1803,9151,2023-09-26
T02355,480,7018,2023-05-07
T02356,902,14062,2023-05-05
T02357,891,9507,2023-02-06
T02358,1571,44959,2023-05-17
T02359,1825,260016,2023-08-09
T02360,18,2353,2023-06-15
T02361,1189,12912,2023-12-17
T02362,1549,161280,2023-10-22
T02363,202,2293,2023-02-15
T02364,741,8055,2023-02-27
T02365,1370,10870,2023-12-10
T02366,1390,14473,2023-07-31
T02367,1472,3956,2023-08-05
T02368,1537,4968,2023-07-07
T02369,319,5813,2023-06-28
T02370,217,6262,2023-04-08
T02371,1058,2680,2023-06-14
T02372,1895,427,2023-06-26
T02373,266,6372,2023-11-01
T02374,1664,11828,2023-12-02
T02375,724,5843,2023-01-13
T02376,775,6021,2023-06-06
T02377,1848,8305,2023-03-28
T02378,1104,10873,2023-06-29
T02379,1701,12758,2023-11-12
T02380,413,1845,2023-08-15
T02381,1276,3730,2023-11-16
T02382,1036,2925,2023-03-16
T02383,401,1918,2023-08-14
T02384,1840,6759,2023-01-23
T02385,724,8325,2023-04-30
T02386,282,61103,2023-04-13
T02387,1136,12908,2023-12-17
T02388,723,6776,2023-07-11
T02389,1402,211179,2023-03-21
T02390,751,164017,2023-02-13
T02391,268,5498,2023-02-27
T02392,1941,93816,2023-01-28
T02393,298,13967,2023-05-05
T02394,1341,1939,2023-11-14
T02395,570,2229,2023-03-17
T02396,509,11996,2023-05-28
T02397,1974,11445,2023-01-08
T02398,546,63242,2023-06-25
T02399,775,6952,2023-12-22
T02400,365,184502,2023-02-26
T02401,547,14125,2023-06-06
T02402,271,13286,2023-08-19
T02403,1985,12131,2023-08-30
T02404,1498,3621,2023-01-12
T02405,739,1510,2023-06-19
T02406,537,3339,2023-04-18
T02407,1258,89635,2023-10-03
T02408,59,12109,2023-04-19
T02409,1275,13801,2023-04-15
T02410,1871,8179,2023-10-07
T02411,86,59122,2023-09-25
T02412,763,3068,2023-05-13
T02413,390,2101,2023-10-08
T02414,1204,4866,2023-09-05
T02415,719,13755,2023-11-15
T02416,856,11570,2023-03-14
T02417,149,7001,2023-12-22
T02418,583,6933,2023-12-24
T02419,121,7272,2023-12-09
T02420,765,10293,2023-01-10
T02421,605,1530,2023-07-12
T02422,256,10913,2023-10-26
T02423,766,3513,2023-12-06
T02424,864,12125,2023-09-27
T02425,800,167944,2023-01-23
T02426,1333,7077,2023-05-11
T02427,59,7095,2023-03-29
T02428,1022,1918,2023-01-31
T02429,1093,6751,2023-05-26
T02430,1470,2259,2023-04-13
T02431,388,10403,2023-12-23
T02432,1110,663,2023-11-13
T02433,786,9674,2023-05-19
T02434,1251,7012,2023-01-28
T02435,593,7521,2023-08-27
T02436,1650,6150,2023-12-02
T02437,1208,220278,2023-01-05
T02438,1816,2783,2023-02-04
T02439,1346,5089,2023-07-18
T02440,909,2858,2023-12-05
T02441,1342,1424,2023-05-19
T02442,566,13053,2023-12-06
T02443,399,4048,2023-12-04
T02444,1733,180821,2023-07-04
T02445,899,9482,2023-02-25
T02446,1317,60723,2023-01-10
T02447,293,10202,2023-05-30
T02448,485,2929,2023-11-29
T02449,1923,5288,2023-07-17
T02450,1471,13697,2023-04-29
T02451,803,5264,2023-07-14
T02452,1716,12534,2023-09-18
T02453,1916,166987,2023-12-30
T02454,1436,4515,2023-02-20
T02455,1532,11024,2023-06-11
T02456,1758,2839,2023-09-06
T02457,1810,2942,2023-11-02
T02458,890,9047,2023-09-30
T02459,244,4279,2023-02-15
T02460,1444,26074,2023-04-06
T02461,1953,1611,2023-04-12
T02462,960,14972,2023-09-14
T02463,1178,2213,2023-08-23
T02464,816,1951,2023-10-15
T02465,1448,807,2023-12-31
T02466,273,12687,2023-01-12
T02467,1960,8292,2023-01-21
T02468,1671,2438,2023-05-07
T02469,1849,2893,2023-09-29
T02470,520,14853,2023-06-06
T02471,1152,6236,2023-06-20
T02472,1397,11941,2023-09-08
T02473,568,6692,2023-07-21
T02474,638,12625,2023-03-22
T02475,159,2063,2023-01-10
T02476,1595,2352,2023-06-27
T02477,1594,9882,2023-12-17
T02478,652,5757,2023-06-30
T02479,176,7801,2023-07-01
T02480,1951,5914,2023-11-17
T02481,620,14948,2023-06-04
T02482,211,3580,2023-05-01
T02483,447,12662,2023-09-14
T02484,586,12625,2023-05-22
T02485,167,12472,2023-02-01
T02486,460,11448,2023-11-17
T02487,916,3852,2023-05-12
T02488,1381,14003,2023-07-18
T02489,1328,1580,2023-01-16
T02490,1257,4667,2023-10-12
T02491,1351,39391,2023-05-24
T02492,1908,2988,2023-04-26
T02493,1206,4292,2023-03-19
T02494,1658,13977,2023-06-24
T02495,1358,3275,2023-07-21
T02496,1739,4878,2023-12-03
T02497,1991,13949,2023-03-12
T02498,1053,9094,2023-02-14
T02499,714,1430,2023-07-15
T02500,1117,6912,2023-09-24
T02501,841,10077,2023-12-14
T02502,868,10376,2023-11-10
T02503,688,7044,2023-11-17
T02504,330,8657,2023-12-18
T02505,1747,14167,2023-04-27
T02506,1208,194610,2023-08-02
T02507,95,631,2023-05-04
T02508,785,11026,2023-10-21
T02509,649,281799,2023-03-20
T02510,1773,2412,2023-08-07
T02511,353,369,2023-06-09
T02512,930,50539,2023-11-06
T02513,941,1730,2023-06-18
T02514,984,12746,2023-08-18
T02515,1289,238447,2023-10-05
T02516,1671,8842,2023-03-09
T02517,1680,9612,2023-04-16
T02518,1043,7730,2023-12-01
T02519,1767,13601,2023-03-12
T02520,646,1777,2023-10-25
T02521,626,85353,2023-10-05
T02522,1523,2208,2023-12-17
T02523,139,3053,2023-04-14
T02524,1661,6194,2023-03-12
T02525,716,11524,2023-06-08
T02526,1597,2215,2023-12-19
T02527,762,8372,2023-12-28
T02528,1834,8632,2023-09-26
T02529,1549,228286,2023-03-11
T02530,1932,9476,2023-08-09
T02531,255,6644,2023-03-16
T02532,1109,3102,2023-12-02
T02533,1482,14583,2023-10-17
T02534,1556,13783,2023-03-22
T02535,1586,10032,2023-06-12
T02536,676,2720,2023-02-04
T02537,92,10630,2023-10-13
T02538,1624,3981,2023-09-30
T02539,1093,6789,2023-03-02
T02540,37,3114,2023-04-05
T02541,1789,1872,2023-06-12
